Study_Hours,Attendance,Previous_Score,Extracurricular,Sleep_Hours,Semester,Final_Score,Pass
5.947665841823575,79.75874912889996,97.0292296641317,0,6.876133896481004,Spring 2023,61.96,1
1.9317716585287554,82.49383683710755,75.47065326497929,0,6.330037895264764,Spring 2025,42.62,0
2.6980128451553944,63.72457562116837,70.4560417380184,1,6.441627451863936,Fall 2023,50.78,0
6.176634412969153,84.59180079228437,76.09589592295052,0,5.364191194488628,Fall 2023,60.64,1
2.8753925725477902,78.4199210142101,89.36453522870377,0,6.9693108253696066,Spring 2025,49.19,0
6.910284641002477,83.52055396514297,90.42657933562285,0,7.172066160810702,Spring 2025,75.4,1
4.874641805453656,77.5876394214367,73.70599615118756,0,6.556867432904556,Spring 2025,38.29,0
3.4539804322890673,100.0,59.38236743167719,0,5.697009845337778,Fall 2023,52.75,0
5.553381598660038,65.92488305282178,60.952424933599886,0,7.000633550627917,Spring 2024,41.86,0
6.563645743554621,77.2727643025233,70.1869485709776,0,5.95944374114692,Spring 2024,49.66,0
1.4825210271537714,79.34249738927012,66.67824040133296,0,7.69024601932788,Spring 2025,67.28,1
5.809963421921911,65.93338903151778,51.329252245556475,1,6.260366310352627,Fall 2022,30.33,0
2.1505036275730864,85.70598668593159,95.70724430334236,1,9.350016945064713,Fall 2022,41.11,0
7.007065795784048,69.91913689082595,83.92992144854223,0,7.23368343366253,Fall 2024,54.09,0
1.5932351212896907,82.43800713771199,75.89169941965902,1,4.415988496154506,Spring 2025,35.45,0
4.961967584194622,94.20504247989855,63.081875191279366,0,7.524086262080211,Spring 2023,49.56,0
5.5009857006917535,98.48956094945345,58.10329180652431,0,6.428534951746409,Spring 2023,48.91,0
3.796586775541206,86.38592458777374,66.91148155091986,0,7.304487593793488,Spring 2023,62.95,1
3.9394847632551184,79.17848821607431,76.78611574757853,0,5.764754190181514,Fall 2022,35.5,0
7.805588621872198,98.82024496475034,77.66476266435022,1,7.251591298329551,Fall 2023,71.78,1
6.295377076201385,66.01432426180858,70.71556443904208,0,5.567289992321133,Fall 2022,65.98,1
4.057923388763355,81.66452208213056,81.39464962529588,0,6.846941055546959,Spring 2023,35.77,0
5.116417436892,89.240270192069,72.68696960877594,1,5.572705728559207,Fall 2023,44.19,0
5.39811939114694,72.72862824175131,97.83195447978034,0,6.783529981885111,Spring 2025,33.33,0
3.070153078839791,74.41078152728412,94.67448555928387,0,5.178551503983028,Fall 2022,45.54,0
6.517938440986535,91.03301882016521,84.97290487208481,0,7.9415251454776286,Fall 2024,68.98,1
7.533822298373245,84.93317900880889,90.07086864205243,1,7.597866098196143,Spring 2024,61.81,1
3.6005489840148286,81.9652116970147,67.4917209125677,0,5.660170672061609,Spring 2025,32.52,0
4.6964298099288335,88.33922154548904,47.96553552276044,0,9.429171547944224,Spring 2023,47.98,0
4.770920309494764,92.06508966508358,84.4049668953331,0,9.394800987740757,Spring 2024,72.97,1
7.55532979157685,82.22133771633713,70.33817388842954,0,8.05879967478809,Spring 2023,72.09,1
7.931297537843108,63.305947188786284,76.274025856426,0,4.0,Fall 2024,67.0,1
4.928347921780097,83.26927373764163,70.92186269272307,0,6.072546798611669,Fall 2024,19.56,0
3.3683794300691234,59.2660976759185,73.37429708763251,1,8.44466132460258,Spring 2023,34.24,0
4.845796581171792,76.57312405919652,71.25041324742251,0,6.8326644691828005,Spring 2023,29.49,0
1.9696178756028955,88.40643548988724,68.39179399992499,1,6.503841806652069,Spring 2023,17.04,0
8.793585965307894,95.0399298858269,76.76690944062831,1,7.236778848886715,Spring 2024,66.28,1
6.9502394668355025,79.65315112613219,71.78400948642533,0,7.127073343738281,Spring 2023,49.02,0
5.307450211891056,67.48886423614697,76.62987945300577,0,8.350521741297722,Spring 2024,43.74,0
3.6967993047883656,62.9741639576216,100.0,0,5.238969681097072,Fall 2022,20.56,0
5.96494483048637,84.89374561227918,51.15399275652187,1,8.742961041364895,Fall 2023,46.46,0
4.22937280627648,86.20672097550678,66.29060242956999,0,8.840120441555591,Spring 2023,58.77,0
5.406927271734446,79.5228864385802,65.20436577262477,0,8.242299201668503,Spring 2024,39.43,0
10.0,96.96456368290038,90.99492091824328,1,6.384143720234098,Spring 2024,66.6,1
6.582063894086094,72.09525544554688,83.2663111954958,0,9.160613417813025,Spring 2024,48.49,0
3.9112345509496347,72.36740843457483,90.73051804120854,0,5.5245404866570995,Spring 2024,65.73,1
5.515100781445529,62.212797510957216,62.51477247165034,1,7.995369810318098,Spring 2023,28.91,0
4.013998130682334,82.07687687163111,99.91599420919349,0,7.022977332898902,Fall 2022,65.5,1
3.799566245682411,77.52481364448495,74.71981407273246,1,8.647418169611836,Spring 2024,42.21,0
6.6508326979760595,94.46977884353733,86.68249058820776,0,9.519666146999818,Fall 2024,67.2,1
6.654366498072047,72.22183312409125,66.63189907759872,0,7.721448098714938,Spring 2024,53.13,0
5.662526862807128,83.94452142378297,76.52320185513318,1,7.666725359204138,Fall 2022,42.13,0
6.943141901908711,72.99879185060827,59.929483991931924,0,8.018922532891773,Fall 2022,54.26,0
6.24823963410431,75.79813182904142,55.48366308590671,0,5.546593684863063,Spring 2025,55.31,0
5.687236579136923,83.71145873371309,87.71848419671075,0,6.285206447147809,Fall 2024,50.81,0
5.240591263423798,86.45484181141076,66.12784193389437,1,7.799109102465353,Spring 2024,34.77,0
5.139604169980037,79.25566570899954,72.30458939788038,1,4.345765706404592,Spring 2024,19.84,0
3.0189273497386235,70.1039517974142,73.6316255828684,1,7.571629323227463,Fall 2023,15.43,0
5.983838343013011,85.07274031107298,61.86741556297473,0,8.681918311535716,Spring 2023,68.84,1
8.752341678431772,76.40707909212941,88.73813436072223,0,6.030081134030889,Fall 2024,69.16,1
2.524369002346302,86.10585745283824,81.480427801535,0,7.706263923724864,Spring 2023,60.39,1
6.918541652170414,72.69069960058081,50.6372632254791,0,7.555109551424741,Spring 2024,63.32,1
10.0,92.71555094994159,56.75692819341075,0,5.535145088903009,Fall 2024,73.25,1
6.51501542009461,98.00940432910815,74.73605835787578,0,7.602139283401054,Fall 2024,69.85,1
7.116848973699176,95.65524029234341,67.34495651697074,0,8.068459796223744,Spring 2025,64.05,1
6.027571901824418,97.54794181984364,62.04518898938862,0,5.7973750530622326,Fall 2022,62.12,1
6.494587210246523,80.96120776940984,67.90048291965509,0,6.624330363372215,Fall 2023,58.01,0
4.381575248297571,75.6744181218038,84.07274823111237,0,7.7742587031400685,Spring 2023,63.04,1
9.629317133347017,83.0780176889206,55.748818971645846,0,5.583024621629386,Fall 2023,66.25,1
3.345538112895354,86.32931817755511,72.20031903734987,0,8.43100901497357,Fall 2022,54.91,0
5.4281874882604075,69.18936672400102,62.78358827258543,1,5.135489480780723,Fall 2024,41.1,0
3.3420099781558554,89.38283805975998,61.98291455628342,1,8.780939234243158,Spring 2025,37.57,0
2.2397970835702172,87.08356447299353,89.28814691223991,0,6.368758188798903,Fall 2024,26.06,0
3.181225090410522,84.71468357135996,84.24436366672457,0,8.486735623527325,Spring 2024,60.51,1
4.821759920974423,79.00824136220618,54.43801662452984,1,6.529584832097044,Fall 2023,38.4,0
9.28788817865065,90.29155637325644,60.35590518436323,1,7.19771300948382,Fall 2023,72.28,1
4.031531854267497,100.0,55.48430777570553,1,7.295805734118406,Fall 2024,44.0,0
3.996485912830927,82.48220586300336,75.16049976629283,0,7.905149595776289,Fall 2023,67.69,1
1.787107359484855,70.33023856870787,90.72356621480085,0,8.068238093349745,Fall 2022,27.48,0
5.448184963620833,82.85865390724905,69.67234552588081,0,6.189150305006066,Spring 2024,61.15,1
3.395445461556762,93.55637858804951,68.32492446213791,0,8.12508416515187,Fall 2022,69.94,1
6.744641273441356,74.82388700963828,61.971127136081,0,8.432931283656847,Fall 2023,62.96,1
6.64412031998898,77.45022782579144,86.61127382212622,0,7.106389109153725,Spring 2024,64.18,1
2.5382713671320896,67.04921227936384,78.41407290773078,1,8.345236800789365,Spring 2025,40.78,0
3.492527671285021,90.91506851922462,80.2409867053637,0,6.62071257276754,Fall 2022,63.85,1
4.158709354469282,70.77834675822375,40.0,0,6.019493642718171,Spring 2024,41.63,0
6.028877668117498,100.0,66.99000380253943,1,7.505903932737347,Fall 2024,62.3,1
5.519765588496847,77.54256935914056,67.92313810859356,0,7.990117917601162,Fall 2023,60.94,1
7.271131280361198,79.03286888129608,61.68513762644911,0,5.806780750469786,Fall 2024,65.51,1
0.7522085513803862,75.10560557481777,95.88769855918605,0,6.28298776637003,Fall 2024,20.9,0
8.257231091142584,69.78767182869287,67.01570648579744,1,7.590422617591359,Spring 2023,52.54,0
4.768703435223519,85.29804177915283,82.94417000117555,1,8.3512603009266,Fall 2024,62.02,1
9.266066749312532,85.5979044793104,60.568126473904606,1,5.082250777739503,Fall 2023,66.06,1
4.9305764605895135,81.09394794604893,98.84098702285931,0,8.632790315006382,Fall 2022,75.89,1
3.0889191187991485,84.25457561784965,65.52600217489879,0,5.890920226878035,Spring 2023,44.93,0
6.534869458305818,71.36009230320184,77.62206162018363,1,7.601013369933348,Spring 2024,26.48,0
8.046059712816051,85.62969236690572,62.23675866753311,0,7.1715317137164485,Spring 2025,69.39,1
3.9634595634527052,100.0,94.92097580273008,1,7.518307053608729,Fall 2024,96.0,1
6.712797588646945,91.59329803364248,53.991694060981544,0,5.713771320351814,Fall 2022,74.4,1
8.076073132931938,96.76437312275283,75.72448992667746,1,8.13703175454743,Spring 2024,68.2,1
2.662643924760936,87.25766623898691,69.30857443559698,1,5.429415521057066,Spring 2023,45.14,0
4.357228316694013,70.0164595926121,66.37036376214246,1,5.122910065946739,Fall 2022,22.85,0
6.121569052736469,90.49009225836889,64.84713350649696,1,7.7660703107300595,Fall 2022,35.45,0
7.907068154314634,97.52270443423623,68.81992447846301,1,4.244582856235315,Fall 2023,81.6,1
4.782479703086285,95.47505201330061,71.43496442096983,0,6.394984202790794,Spring 2024,43.32,0
3.0285479073289125,67.48460575809555,72.88903815386281,1,4.868517720522016,Fall 2022,35.13,0
5.2218451794197325,61.95117899335481,75.23588403608838,0,7.596039067883826,Spring 2023,62.32,1
6.190314050873827,94.0934744018558,76.35631305228077,0,6.279491721113554,Spring 2025,75.74,1
8.929450265832779,86.42722759867544,68.33852819219472,0,6.357038244337243,Spring 2023,73.97,1
6.830804235404148,75.40639100459757,82.3634014483821,1,8.426696045769571,Spring 2024,49.19,0
4.078722458080425,85.7707212718054,77.82787454096103,0,5.913121238964857,Spring 2024,61.26,1
5.427959821468444,87.09003757588512,59.7937545494884,0,8.482973944008327,Fall 2024,67.68,1
3.4149585231345987,61.59125768668355,65.45046710815015,0,5.078915225828181,Spring 2023,29.04,0
7.955788089483033,86.32781866106285,66.14037938539141,0,6.230222085732457,Spring 2025,65.69,1
3.821270486111577,82.71578837195374,69.92714906152128,0,6.230215709146829,Fall 2024,37.05,0
4.3977926088214225,94.41568620657901,69.53789836599151,1,6.938327531693816,Fall 2022,40.36,0
2.617393005594703,81.98084760767856,81.78118584389912,0,7.318434819279554,Fall 2022,24.25,0
5.722791211016828,80.18418379189552,69.4369530534498,0,8.348935263983217,Spring 2023,47.08,0
6.5492681068586736,87.00309879408991,69.33077106810752,0,5.781886969806558,Spring 2024,73.92,1
3.8168572223283403,75.21251378336522,69.89057204026956,1,6.457491600600304,Spring 2024,53.25,0
5.43291717916395,70.21627222384969,53.562364245051064,0,8.858824181794224,Fall 2022,47.7,0
4.314570966946461,88.6960592010566,95.06049645736873,0,7.791094802118886,Spring 2025,64.99,1
1.473919689274532,73.9601481328418,86.56109624976942,0,8.64932571180498,Fall 2022,45.79,0
5.8081017136290765,98.76795812558066,57.52112887449363,0,6.084730265720543,Fall 2023,62.36,1
5.825862908551248,89.84322398476584,65.34187817750525,1,8.940655089962348,Spring 2025,60.02,1
1.9612600680919732,70.50601111168056,84.7320279096795,0,5.666250451675562,Fall 2024,55.08,0
5.561983735470065,79.29834288541353,56.759600725913515,0,7.227647401132475,Spring 2025,40.28,0
7.064930521102294,90.5364179660784,74.48867883817087,1,7.669229272870149,Fall 2022,59.62,0
6.0099745579609145,73.75181422304321,63.01982903261627,1,6.876094287821143,Fall 2023,60.26,1
3.8012499540924543,76.0666118767264,76.43983303032743,0,6.780164057535535,Fall 2024,60.95,1
6.423229756177779,76.92221765046999,85.9383297021887,1,8.006728600563534,Spring 2025,66.47,1
7.8825465781322315,87.07751935455475,83.09572144713123,0,5.07080676745833,Spring 2025,41.7,0
4.715241029957413,87.46253566027221,88.01600382346584,0,7.597291706909673,Fall 2024,64.27,1
4.851108168467666,94.96044311489183,92.96837624640143,1,6.767408633472636,Spring 2023,61.37,1
3.383403429289697,91.88393273448084,91.91211656256323,0,7.554473071902276,Spring 2025,62.1,1
4.628682046672366,100.0,40.0,0,6.818472059615786,Spring 2024,41.8,0
5.993428306022466,89.26177547531641,86.79226523903202,0,5.1149486175178005,Spring 2024,76.66,1
9.184774551370921,76.37161439560342,75.83801972591442,0,8.209016427804306,Spring 2024,70.65,1
3.5846610687624385,81.84836123694873,75.02822811239254,0,8.36817884622552,Fall 2022,55.49,0
5.199302730175282,80.55724912288694,69.23033984088408,0,8.272251888998655,Spring 2025,62.44,1
4.744164817038467,87.85800158650832,78.66857629393326,0,6.723519142953079,Spring 2025,66.91,1
6.339345097660077,69.29915233673847,62.18371727449805,1,7.740407139492037,Fall 2022,34.35,0
3.9930486917676014,90.94191518470949,73.94514892364177,1,10.0,Fall 2023,43.5,0
4.531726086101639,75.12874616235304,74.72182462506099,0,9.677560175431159,Fall 2024,54.49,0
5.091143679807628,84.08252755714472,68.94061541978495,1,5.513071509215319,Spring 2024,49.69,0
5.093961187529484,92.78451862607298,78.6274397279808,0,8.065186511048603,Fall 2024,77.5,1
4.215783693735685,90.375399442579,78.79168092658695,0,6.189786070030742,Fall 2024,47.09,0
8.102303951045046,86.0789650971654,70.68415749876502,0,7.549327439382263,Spring 2023,72.06,1
1.0248621707982144,91.43754043206928,80.20266090536191,0,7.615702504116752,Spring 2024,20.04,0
5.010487399436366,80.28744822934817,84.22844985595596,0,7.64140677817666,Fall 2023,61.7,1
3.5030269268868928,82.7902152577034,81.13408153697485,1,7.934723804214537,Fall 2023,55.76,0
5.6646280239591835,79.04704467613048,62.27778123543828,0,7.527401476744272,Spring 2024,40.85,0
8.004714104192056,84.40014450053333,67.99453943456307,1,7.838594104243041,Spring 2023,60.42,1
4.5837554992854495,84.29618219132585,74.66294325437157,0,7.511064647431643,Spring 2023,69.03,1
5.657502219319369,71.50155630535208,72.86546990831816,0,7.849964616641277,Spring 2023,53.1,0
3.867404540794456,78.74213079900352,60.948689799767706,0,7.606564190999952,Spring 2025,38.96,0
0.8651157999202468,86.50201177958661,72.17225870444449,0,7.832174694296793,Spring 2025,42.64,0
9.926484224970572,68.74510952701624,75.94818265567126,0,5.512889926175833,Spring 2025,64.34,1
